"Canonical_Employer_Key","Employer_Display_Name","Canonical_Industry","Record_Count","Original_Name_Count","Original_Key_Count","Original_Industry_Count","Original_Names","Original_Keys","Original_Industries"
"CEDAR FAIR ENTERTAINMENT COMPANY INTERNAL AUDIT INTERNSHIPS ONLY","Cedar Fair Entertainment Company (Internal Audit internships ONLY!)","Tourism","2","1","1","1","Cedar Fair Entertainment Company (Internal Audit Internships ONLY!)","CEDAR FAIR ENTERTAINMENT COMPANY INTERNAL AUDIT INTERNSHIPS ONLY","Tourism"
"CELANESE","Celanese","Manufacturing","2","2","1","1","Celanese | Celanese Corporation","CELANESE","Manufacturing"
"CHAMPION SPORTS ATHLETICS","Champion Sports Athletics","Sports & Leisure","2","1","1","1","Champion Sports Athletics","CHAMPION SPORTS ATHLETICS","Sports & Leisure"
"CHAMPION WINDOWS AND HOME EXTERIORS","Champion Windows & Home Exteriors","Manufacturing","2","1","1","1","Champion Windows & Home Exteriors","CHAMPION WINDOWS AND HOME EXTERIORS","Manufacturing"
"CHARITY MOBILE","Charity Mobile","NA","2","1","1","0","Charity Mobile","CHARITY MOBILE",""
"CHEWY","Chewy","Internet & Software","2","1","1","1","Chewy","CHEWY","Internet & Software"
"CHUBB INSURANCE","Chubb Insurance","NA","2","1","1","0","Chubb Insurance","CHUBB INSURANCE",""
"CHURCHILL DOWNS","Churchill Downs","Sports & Leisure","2","1","1","1","Churchill Downs","CHURCHILL DOWNS","Sports & Leisure"
"CIMX SOFTWARE","CIMx Software","Internet & Software","2","1","1","1","CIMx Software","CIMX SOFTWARE","Internet & Software"
"CINCINNATI ART MUSEUM","Cincinnati Art Museum","Performing and Fine Arts","2","1","1","1","Cincinnati Art Museum","CINCINNATI ART MUSEUM","Performing and Fine Arts"
"CINCINNATI COUNTRY DAY SCHOOL","Cincinnati Country Day School","K-12 Education","2","1","1","1","Cincinnati Country Day School","CINCINNATI COUNTRY DAY SCHOOL","K-12 Education"
"CINCINNATI HILLEL","Cincinnati Hillel","Non-Profit - Other","2","1","1","1","Cincinnati Hillel","CINCINNATI HILLEL","Non-Profit - Other"
"CINCINNATI METRO","Cincinnati Metro","NA","2","1","1","0","Cincinnati Metro","CINCINNATI METRO",""
"CINCINNATI POLICE DEPARTMENT","Cincinnati Police Department","NA","2","1","1","0","Cincinnati Police Department","CINCINNATI POLICE DEPARTMENT",""
"CINCINNATI VISION PARTNERS","Cincinnati Vision Partners","Healthcare","2","1","1","1","Cincinnati Vision Partners","CINCINNATI VISION PARTNERS","Healthcare"
"CINCY CHIC","Cincy Chic","NA","2","1","1","0","Cincy Chic","CINCY CHIC",""
"CINDY SHETTERLY TEAM OF KELLER WILLIAMS","Cindy Shetterly Team of Keller Williams","NA","2","2","2","0","Cindy Shetterly Team of Keller Williams | The Cindy Shetterly Team of Keller Williams","CINDY SHETTERLY TEAM OF KELLER WILLIAMS | THE CINDY SHETTERLY TEAM OF KELLER WILLIAMS",""
"CISCO","Cisco","Internet & Software","2","1","1","1","Cisco","CISCO","Internet & Software"
"CITADEL SELF STORAGE","Citadel Self Storage","NA","2","1","1","0","Citadel Self Storage","CITADEL SELF STORAGE",""
"CITIZENS","Citizens","Financial Services","2","1","1","1","Citizens","CITIZENS","Financial Services"
"CITY OF WYOMING","City of Wyoming","Government - Local, State & Federal","2","1","1","1","City of Wyoming","CITY OF WYOMING","Government - Local, State & Federal"
"CITYWIDE READY MIX","Citywide Ready Mix","Construction","2","1","1","1","Citywide Ready Mix","CITYWIDE READY MIX","Construction"
"CLEVELAND CLINIC","Cleveland Clinic","Healthcare","2","1","1","1","Cleveland Clinic","CLEVELAND CLINIC","Healthcare"
"CLEVELAND METROPARKS","Cleveland Metroparks","Environmental Services","2","1","1","1","Cleveland Metroparks","CLEVELAND METROPARKS","Environmental Services"
"CLOPAY BUILDING PRODUCTS","Clopay Building Products","Manufacturing","2","1","1","1","Clopay Building Products","CLOPAY BUILDING PRODUCTS","Manufacturing"
"COLLIERS GREATER CINCINNATI","Colliers Greater Cincinnati","NA","2","1","1","0","Colliers Greater Cincinnati","COLLIERS GREATER CINCINNATI",""
"COLUMBIA SUSSEX HOTEL","Columbia Sussex Hotel Corporation","Hotels & Accommodation","2","1","1","1","Columbia Sussex Hotel Corporation","COLUMBIA SUSSEX HOTEL","Hotels & Accommodation"
"COMPLETE RESEARCH CONNECTION","Complete Research Connection","Research","2","1","1","1","Complete Research Connection","COMPLETE RESEARCH CONNECTION","Research"
"COMPTONADDY","ComptonAddy","Real Estate","2","1","1","1","ComptonAddy","COMPTONADDY","Real Estate"
"CONAGRA BRANDS","Conagra Brands","Food & Beverage","2","1","1","1","Conagra Brands","CONAGRA BRANDS","Food & Beverage"
"CONTECH ENGINEERED SOLUTIONS","Contech Engineered Solutions","Civil Engineering","2","1","1","1","Contech Engineered Solutions","CONTECH ENGINEERED SOLUTIONS","Civil Engineering"
"CONVEYER AND CASTER","Conveyer and Caster","NA","2","1","1","0","Conveyer and Caster","CONVEYER AND CASTER",""
"COOPER TIRE AND RUBBER","Cooper Tire & Rubber Company","Manufacturing","2","1","1","1","Cooper Tire & Rubber Company","COOPER TIRE AND RUBBER","Manufacturing"
"COPART","Copart","Automotive","2","1","1","1","Copart","COPART","Automotive"
"CORE5 INDUSTRIAL PARTNERS","Core5 Industrial Partners","Real Estate","2","2","1","1","Core5 Industrial Partners | Core5 Industrial Partners LLC","CORE5 INDUSTRIAL PARTNERS","Real Estate"
"CORNERSTONE BROKER INSURANCE SERVICES AGENCY","Cornerstone Broker Insurance Services Agency, Inc","Insurance","2","1","1","1","Cornerstone Broker Insurance Services Agency, Inc","CORNERSTONE BROKER INSURANCE SERVICES AGENCY","Insurance"
"CORPORATION FOR FINDLAY MARKET","Corporation for Findlay Market","Non-Profit - Other","2","1","1","1","Corporation for Findlay Market","CORPORATION FOR FINDLAY MARKET","Non-Profit - Other"
"COTERIE","Coterie","CPG - Consumer Packaged Goods","2","1","1","2","Coterie","COTERIE","CPG - Consumer Packaged Goods | Insurance"
"CRANE","Crane Co","Manufacturing","2","1","1","1","Crane Co","CRANE","Manufacturing"
"CROSSROADS CHURCH","Crossroads Church","Religious Work","2","1","1","1","Crossroads Church","CROSSROADS CHURCH","Religious Work"
"CROWE","Crowe LLP","Accounting","2","1","1","1","Crowe LLP","CROWE","Accounting"
"CROWN LIFT TRUCKS","Crown Lift Trucks","Manufacturing","2","1","1","1","Crown Lift Trucks","CROWN LIFT TRUCKS","Manufacturing"
"CUMMINSMERITOR","Cummins-Meritor","NA","2","1","1","0","Cummins-Meritor","CUMMINSMERITOR",""
"DALINGERUNWENHUAFAZHANGYOUXIANGONGSHI","Dalingerunwenhuafazhangyouxiangongshi","NA","2","1","1","0","Dalingerunwenhuafazhangyouxiangongshi","DALINGERUNWENHUAFAZHANGYOUXIANGONGSHI",""
"DANA","Dana Incorporated","Automotive","2","1","1","1","Dana Incorporated","DANA","Automotive"
"DANIS BUILDING CONSTRUCTION","Danis Building Construction","Construction","2","1","1","1","Danis Building Construction","DANIS BUILDING CONSTRUCTION","Construction"
"DANIS CONSTRUCTION","Danis Construction","NA","2","1","1","0","Danis Construction","DANIS CONSTRUCTION",""
"DATASERV","DataServ","Internet & Software","2","1","1","1","DataServ","DATASERV","Internet & Software"
"DAYTON DRAGONS PROFESSIONAL BASEBALL TEAM","Dayton Dragons Professional Baseball Team","Sports & Leisure","2","1","1","1","Dayton Dragons Professional Baseball Team","DAYTON DRAGONS PROFESSIONAL BASEBALL TEAM","Sports & Leisure"
"DECEUNINCK","Deceuninck","Manufacturing","2","1","1","1","Deceuninck","DECEUNINCK","Manufacturing"
"DEER PARK ROOFING","Deer Park Roofing","Construction","2","1","1","1","Deer Park Roofing","DEER PARK ROOFING","Construction"
"DELEV AND ASSOCIATES","Delev & Associates, LLC","Legal & Law Enforcement","2","1","1","1","Delev & Associates, LLC","DELEV AND ASSOCIATES","Legal & Law Enforcement"
"DELL TECHNOLOGIES","Dell Technologies","Internet & Software","2","1","1","1","Dell Technologies","DELL TECHNOLOGIES","Internet & Software"
"DELOITTE AND TOUCHE","Deloitte & Touche","NA","2","1","1","0","Deloitte & Touche","DELOITTE AND TOUCHE",""
"DESIGN WITHIN REACH","Design Within Reach, Inc","Retail Stores","2","1","1","1","Design Within Reach, Inc","DESIGN WITHIN REACH","Retail Stores"
"DHL","DHL","Transportation & Logistics","2","1","1","1","DHL","DHL","Transportation & Logistics"
"DICKS SPORTING GOODS","Dick's Sporting Goods","Retail Stores","2","1","1","1","Dick's Sporting Goods","DICKS SPORTING GOODS","Retail Stores"
"DIDION MILLING","Didion Milling","Manufacturing","2","1","1","1","Didion Milling","DIDION MILLING","Manufacturing"
"DISTRICTWON","DistrictWON","NA","2","1","1","0","DistrictWON","DISTRICTWON",""
"DLM COMMUNICATIONS","DLM Communications","NA","2","1","1","0","DLM Communications","DLM COMMUNICATIONS",""
"DRIVENOPTICS","DRIVENOPTICS","Advertising, PR & Marketing","2","1","1","1","DRIVENOPTICS","DRIVENOPTICS","Advertising, PR & Marketing"
"DUBLIN YOUTH ATHLETICS","Dublin Youth Athletics","NA","2","1","1","0","Dublin Youth Athletics","DUBLIN YOUTH ATHLETICS",""
"DUKE ENERGY","Duke Energy","Utilities and Renewable Energy","2","1","1","1","Duke Energy","DUKE ENERGY","Utilities and Renewable Energy"
"DXC TECHNOLOGY","DXC Technology","Internet & Software","2","1","1","1","DXC Technology","DXC TECHNOLOGY","Internet & Software"
"E AND J GALLO WINERY","E & J Gallo Winery","Food & Beverage","2","2","1","1","E & J Gallo Winery | E. & J. Gallo Winery","E AND J GALLO WINERY","Food & Beverage"
"EATON","Eaton","Manufacturing","2","1","1","1","Eaton","EATON","Manufacturing"
"ECOLAB","Ecolab","Manufacturing","2","1","1","1","Ecolab","ECOLAB","Manufacturing"
"ECP BUSINESS CAPITAL","ECP Business Capital","Financial Services","2","1","1","1","ECP Business Capital","ECP BUSINESS CAPITAL","Financial Services"
"EDUVANTIS","Eduvantis LLC","Management Consulting","2","1","1","1","Eduvantis LLC","EDUVANTIS","Management Consulting"
"EDWARDS LIFESCIENCES","Edwards Lifesciences","Biotech & Life Sciences","2","1","1","1","Edwards Lifesciences","EDWARDS LIFESCIENCES","Biotech & Life Sciences"
"EGATEWAY CAPITAL","eGateway Capital","NA","2","1","1","0","eGateway Capital","EGATEWAY CAPITAL",""
"ELECTRADA","Electrada LLC","Transportation & Logistics","2","1","1","1","Electrada LLC","ELECTRADA","Transportation & Logistics"
"EMERSON COMMERCIAL AND RESIDENTIAL SOLUTIONS","Emerson- Commercial & Residential Solutions","NA","2","2","1","0","Emerson- Commercial & Residential Solutions | Emerson Commercial and Residential Solutions","EMERSON COMMERCIAL AND RESIDENTIAL SOLUTIONS",""
"EMORY UNIVERSITY","Emory University","Higher Education","2","1","1","1","Emory University","EMORY UNIVERSITY","Higher Education"
"ENCORE TALENT SOLUTIONS","Encore Talent Solutions","Staffing & Recruiting","2","1","1","1","Encore Talent Solutions","ENCORE TALENT SOLUTIONS","Staffing & Recruiting"
"ENCORE TECHNOLOGIES","Encore Technologies","Computer Networking","2","1","1","1","Encore Technologies","ENCORE TECHNOLOGIES","Computer Networking"
"ENERVISE","Enervise","Other Industries","2","2","1","1","Enervise | Enervise LLC","ENERVISE","Other Industries"
"ENGINE INSIGHTS","Engine Insights","NA","2","1","1","0","Engine Insights","ENGINE INSIGHTS",""
"ENROLLMENT MANAGEMENT SERVICES","Enrollment Management Services","Higher Education","2","1","1","1","Enrollment Management Services","ENROLLMENT MANAGEMENT SERVICES","Higher Education"
"EST ANALYTICAL","EST Analytical","NA","2","1","1","0","EST Analytical","EST ANALYTICAL",""
"EYPARTHENON","EY-Parthenon","Management Consulting","2","1","1","1","EY-Parthenon","EYPARTHENON","Management Consulting"
"FANDM MAFCO","F&M MAFCO, Inc","Wholesale Trade","2","1","1","1","F&M MAFCO, Inc","FANDM MAFCO","Wholesale Trade"
"FL EMMERT","F.L. Emmert Company","NA","2","1","1","0","F.L. Emmert Company","FL EMMERT",""
"FEDERAL RESERVE BANK OF CLEVELAND","Federal Reserve Bank of Cleveland","NA","2","1","1","0","Federal Reserve Bank of Cleveland","FEDERAL RESERVE BANK OF CLEVELAND",""
"FEG","FEG","NA","2","1","1","0","FEG","FEG",""
"FERGUSON CONSTRUCTION","Ferguson Construction Company","Construction","2","1","1","1","Ferguson Construction Company","FERGUSON CONSTRUCTION","Construction"
"FINIX PAYMENTS","Finix Payments","Internet & Software","2","2","1","1","Finix Payments | Finix Payments, Inc","FINIX PAYMENTS","Internet & Software"
"FIRST GROUP","First Group","NA","2","1","1","0","First Group","FIRST GROUP",""
"FIRST GROUP AMERICA TRANSPORTATION","First Group America- Transportation","Transportation & Logistics","2","1","1","1","First Group America- Transportation","FIRST GROUP AMERICA TRANSPORTATION","Transportation & Logistics"
"FIRST RESPONDER FINANCIAL ADVISORS","First Responder Financial Advisors","NA","2","1","1","0","First Responder Financial Advisors","FIRST RESPONDER FINANCIAL ADVISORS",""
"FLEET RESPONSE","Fleet Response","Other Industries","2","1","1","1","Fleet Response","FLEET RESPONSE","Other Industries"
"FM","FM","Engineering & Construction","2","1","1","1","FM","FM","Engineering & Construction"
"FOLK WILLIAMS FINANCIAL MANAGEMENT","Folk Williams Financial Management","Financial Services","2","1","1","1","Folk Williams Financial Management","FOLK WILLIAMS FINANCIAL MANAGEMENT","Financial Services"
"FORESTIER","forestier","NA","2","1","1","0","forestier","FORESTIER",""
"FREEDOM SOLAR PROS","Freedom Solar Pros","NA","2","1","1","0","Freedom Solar Pros","FREEDOM SOLAR PROS",""
"FRONTGATE","Frontgate","Retail Stores","2","1","1","1","Frontgate","FRONTGATE","Retail Stores"
"GE SCHMIDT","G.E. Schmidt","Automotive","2","1","1","1","G.E. Schmidt","GE SCHMIDT","Automotive"
"GAISER BEE","Gaiser Bee Company","NA","2","1","1","0","Gaiser Bee Company","GAISER BEE",""
"GALLAGHER","Gallagher","Insurance","2","1","1","1","Gallagher","GALLAGHER","Insurance"
"GASLIGHT PROPERTY","Gaslight Property","Real Estate","2","1","1","1","Gaslight Property","GASLIGHT PROPERTY","Real Estate"
"GEARSUPPLY","Gearsupply LLC","Other Industries","2","1","1","2","Gearsupply LLC","GEARSUPPLY","Other Industries | Sales & Marketing"
"GENERAL ELECTRIC AVIATION","General Electric Aviation","NA","2","1","1","0","General Electric Aviation","GENERAL ELECTRIC AVIATION",""
"GENERAL FACTORY SUPPLY","General Factory Supply","Wholesale Trade","2","1","1","1","General Factory Supply","GENERAL FACTORY SUPPLY","Wholesale Trade"
"GENSUITE","Gensuite LLC","Internet & Software","2","1","1","1","Gensuite LLC","GENSUITE","Internet & Software"
"GENTHERM","Gentherm","Automotive","2","1","1","1","Gentherm","GENTHERM","Automotive"
"GIVAUDAN FRAGRANCE","Givaudan Fragrance Corp","Manufacturing","2","1","1","1","Givaudan Fragrance Corp","GIVAUDAN FRAGRANCE","Manufacturing"
"GMI","GMI","Manufacturing","2","2","1","2","GMI | GMI Corporation","GMI","Manufacturing | Other Industries"
"GOLDSBERRY WEALTH STRATEGIES","Goldsberry Wealth Strategies","NA","2","1","1","0","Goldsberry Wealth Strategies","GOLDSBERRY WEALTH STRATEGIES",""
"GPB CAPITAL HOLDINGS","GPB Capital Holdings, LLC","Investment / Portfolio Management","2","1","1","1","GPB Capital Holdings, LLC","GPB CAPITAL HOLDINGS","Investment / Portfolio Management"
"GRAETERS ICE CREAM","Graeter's Ice Cream","Restaurants & Food Service","2","1","1","2","Graeter's Ice Cream","GRAETERS ICE CREAM","Restaurants & Food Service | Retail Stores"
"GRANGE INSURANCE","Grange Insurance","Insurance","2","1","1","1","Grange Insurance","GRANGE INSURANCE","Insurance"
"GREAT WOLF LODGE","Great Wolf Lodge","Hotels & Accommodation","2","1","1","1","Great Wolf Lodge","GREAT WOLF LODGE","Hotels & Accommodation"
"GREENWAY INNOVATIONS","Greenway Innovations","Other Industries","2","1","1","1","Greenway Innovations","GREENWAY INNOVATIONS","Other Industries"
"GREIF","Greif","Manufacturing","2","1","1","1","Greif","GREIF","Manufacturing"
"HAGLER AND ASSOCIATES","hagler and associates","NA","2","2","1","0","hagler and associates | Hagler and Associates Inc","HAGLER AND ASSOCIATES",""
"HAND AND STONE MASSAGE AND FACIAL SPA","Hand & Stone Massage and Facial Spa","Other Industries","2","1","1","1","Hand & Stone Massage and Facial Spa","HAND AND STONE MASSAGE AND FACIAL SPA","Other Industries"
"HARMONY VENTURE LABS","Harmony Venture Labs","Internet & Software","2","1","1","1","Harmony Venture Labs","HARMONY VENTURE LABS","Internet & Software"
"HELLMAN CLOTHIERS","Hellman Clothiers","NA","2","1","1","0","Hellman Clothiers","HELLMAN CLOTHIERS",""
"HELLOWIZ","helloWiz","Internet & Software","2","1","1","1","helloWiz","HELLOWIZ","Internet & Software"
"HEXION","Hexion Inc","Manufacturing","2","1","1","1","Hexion Inc","HEXION","Manufacturing"
"HG CPAS","HG CPAs LLC","NA","2","2","1","0","HG CPAs LLC | HG CPAs, LLC","HG CPAS",""
"HICKS AND MANN","HICKS & MANN","Financial Services","2","2","1","1","HICKS & MANN | Hicks and Mann","HICKS AND MANN","Financial Services"
"HILLCREST FINANCIAL GROUP","Hillcrest Financial Group","Financial Services","2","1","1","1","Hillcrest Financial Group","HILLCREST FINANCIAL GROUP","Financial Services"
"HOBART BROTHERS","Hobart Brothers","Manufacturing","2","1","1","1","Hobart Brothers","HOBART BROTHERS","Manufacturing"
"HOETING REALTORS","Hoeting Realtors","NA","2","1","1","0","Hoeting Realtors","HOETING REALTORS",""
"HOMESTRETCH","HOMEstretch","Real Estate","2","1","1","1","HOMEstretch","HOMESTRETCH","Real Estate"
"HOUSING OPPORTUNITIES OF NORTHERN KENTUCKY","Housing Opportunities of Northern Kentucky","Construction","2","1","1","1","Housing Opportunities of Northern Kentucky","HOUSING OPPORTUNITIES OF NORTHERN KENTUCKY","Construction"
"HUSKY ENERGY","Husky Energy","Oil & Gas","2","1","1","1","Husky Energy","HUSKY ENERGY","Oil & Gas"
"I9 SPORTS","i9 Sports","Sports & Leisure","2","1","1","1","i9 Sports","I9 SPORTS","Sports & Leisure"
"ICOF AMERICA","ICOF America, Inc","Manufacturing","2","1","1","1","ICOF America, Inc","ICOF AMERICA","Manufacturing"
"IGNITE MARKETING SOLUTIONS","Ignite Marketing Solutions Inc","Sales & Marketing","2","1","1","1","Ignite Marketing Solutions Inc","IGNITE MARKETING SOLUTIONS","Sales & Marketing"
"INNOVATIVE OPENING SOLUTIONS","Innovative Opening Solutions","Construction","2","1","1","1","Innovative Opening Solutions","INNOVATIVE OPENING SOLUTIONS","Construction"
"INTERDESIGN","Interdesign, Inc","Manufacturing","2","1","1","1","Interdesign, Inc","INTERDESIGN","Manufacturing"
"INTRUSTIT","Intrust-IT","Information Technology","2","1","1","1","Intrust-IT","INTRUSTIT","Information Technology"
"ISLAMIC CENTER OF GREATER CINCINNATI","Islamic Center of Greater Cincinnati","NA","2","1","1","0","Islamic Center of Greater Cincinnati","ISLAMIC CENTER OF GREATER CINCINNATI",""
"JB HUNT TRANSPORT","J.B. Hunt Transport","Transportation & Logistics","2","1","1","1","J.B. Hunt Transport","JB HUNT TRANSPORT","Transportation & Logistics"
"JAAN HEALTH","Jaan Health, Inc","Internet & Software","2","1","1","1","Jaan Health, Inc","JAAN HEALTH","Internet & Software"
"JACOBS ENGINEERING BUILDINGS AND INFRASTRUCTURE","Jacobs Engineering Buildings and Infrastructure","Engineering & Construction","2","1","1","1","Jacobs Engineering Buildings and Infrastructure","JACOBS ENGINEERING BUILDINGS AND INFRASTRUCTURE","Engineering & Construction"
